duracion_estadia,gasto_total_pesos,motivo,alojamiento
3.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,g. Negocios y motivos profesionales,a. Hotel 
2.0,360000.0,g. Negocios y motivos profesionales,a. Hotel 
15.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,300000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
15.0,1000000.0,h. Trabajo remunerado en otra ciudad,d. Inmueble de alquiler (pagos por plataforma dig)
3.0,500.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,350000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
10.0,4000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,5000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1600000.0,b. Visita a familiares y amigos,a. Hotel 
2.0,300000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
8.0,200000.0,i. Otro.,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
30.0,6000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,800000.0,e. Religión/Peregrinaciones,f. Otro
10.0,1500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,800000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,50000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
999.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
45.0,300000.0,h. Trabajo remunerado en otra ciudad,c. Apartahotel
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,1500000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,250000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
1.0,500.0,g. Negocios y motivos profesionales,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,3000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
7.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,1500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,5000000.0,g. Negocios y motivos profesionales,a. Hotel 
5.0,2000000.0,e. Religión/Peregrinaciones,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,1000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,g. Negocios y motivos profesionales,a. Hotel 
2.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,550000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,250000.0,h. Trabajo remunerado en otra ciudad,c. Apartahotel
4.0,3000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
13.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,1500000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
4.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,2000000.0,g. Negocios y motivos profesionales,c. Apartahotel
2.0,500.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,3500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,500000.0,h. Trabajo remunerado en otra ciudad,d. Inmueble de alquiler (pagos por plataforma dig)
5.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
12.0,800000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,500000.0,g. Negocios y motivos profesionales,d. Inmueble de alquiler (pagos por plataforma dig)
3.0,1500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
10.0,5000000.0,g. Negocios y motivos profesionales,c. Apartahotel
4.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,5000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
8.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,7000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,450000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
12.0,1500000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
4.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,800.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
30.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,500.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,5000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,300000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,600000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,200000.0,b. Visita a familiares y amigos,a. Hotel 
2.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
20.0,100000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,g. Negocios y motivos profesionales,a. Hotel 
2.0,150000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,500000.0,g. Negocios y motivos profesionales,a. Hotel 
4.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,300000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,1500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
15.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,3500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,300000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
6.0,800000.0,c. Educación y formación,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,8000000.0,a. Vacaciones/recreación/Ocio ,b. Hostal
6.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,700000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,350000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,700000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,g. Negocios y motivos profesionales,a. Hotel 
3.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,6000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,2000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
999.0,1500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,1500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
7.0,200000.0,i. Otro.,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,i. Otro.,"e. Casa propia, de familiares o amigos (sin pago)"
999.0,6000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
1.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,1000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
4.0,250000.0,h. Trabajo remunerado en otra ciudad,d. Inmueble de alquiler (pagos por plataforma dig)
3.0,500000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,800000.0,a. Vacaciones/recreación/Ocio ,d. Inmueble de alquiler (pagos por plataforma dig)
2.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,100000.0,i. Otro.,"e. Casa propia, de familiares o amigos (sin pago)"
999.0,25000000.0,g. Negocios y motivos profesionales,c. Apartahotel
4.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,400000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,600000.0,h. Trabajo remunerado en otra ciudad,d. Inmueble de alquiler (pagos por plataforma dig)
1.0,50000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,800000.0,g. Negocios y motivos profesionales,a. Hotel 
8.0,10000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
6.0,500000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
10.0,700000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,300000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,450000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
13.0,2000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,10000.0,i. Otro.,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,8000000.0,b. Visita a familiares y amigos,a. Hotel 
4.0,400000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,2500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
12.0,5000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,1500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,500000.0,g. Negocios y motivos profesionales,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,400000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,250000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,800000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,1200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,1000000.0,b. Visita a familiares y amigos,a. Hotel 
6.0,600000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,350000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,250000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,500000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,450000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,3000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,800000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,250000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,350000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,450000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,8000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
7.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,50000.0,i. Otro.,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,150000.0,g. Negocios y motivos profesionales,a. Hotel 
8.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,300000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,500000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,2000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,2000000.0,g. Negocios y motivos profesionales,a. Hotel 
3.0,1200000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
30.0,500000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,3500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,450000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,500000.0,g. Negocios y motivos profesionales,a. Hotel 
4.0,5000000.0,b. Visita a familiares y amigos,d. Inmueble de alquiler (pagos por plataforma dig)
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,350000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
7.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,300000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
8.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,2500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,2000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,1500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,3000000.0,c. Educación y formación,a. Hotel 
3.0,450000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,500000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,1500000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
4.0,300000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
30.0,4000000.0,c. Educación y formación,c. Apartahotel
8.0,500000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,1500000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
8.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,400000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,1800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
15.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,2000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,650000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,4000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,450000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,700000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
7.0,4000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
10.0,1000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,250000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,200000.0,g. Negocios y motivos profesionales,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,1000000.0,g. Negocios y motivos profesionales,c. Apartahotel
2.0,400000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,600000.0,b. Visita a familiares y amigos,a. Hotel 
6.0,500000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,800000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
8.0,5000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
1.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,350000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,20000000.0,g. Negocios y motivos profesionales,a. Hotel 
2.0,500.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
24.0,5000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
999.0,6000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
2.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,2000000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,600000.0,c. Educación y formación,a. Hotel 
5.0,150000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,2500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
2.0,1000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
15.0,1500000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,1000000.0,g. Negocios y motivos profesionales,a. Hotel 
7.0,1200000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
5.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,3500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
6.0,700000.0,h. Trabajo remunerado en otra ciudad,d. Inmueble de alquiler (pagos por plataforma dig)
1.0,250000.0,b. Visita a familiares y amigos,a. Hotel 
2.0,1000000.0,b. Visita a familiares y amigos,a. Hotel 
15.0,2000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
12.0,1000000.0,h. Trabajo remunerado en otra ciudad,a. Hotel 
3.0,2000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
22.0,4000000.0,c. Educación y formación,a. Hotel 
7.0,800000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
15.0,2500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,1500000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,300000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,300000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
3.0,500000.0,g. Negocios y motivos profesionales,a. Hotel 
5.0,4000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
5.0,100000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
999.0,25000000.0,g. Negocios y motivos profesionales,c. Apartahotel
7.0,600000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
3.0,200000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
7.0,3000000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
4.0,500000.0,b. Visita a familiares y amigos,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,3000000.0,a. Vacaciones/recreación/Ocio ,"e. Casa propia, de familiares o amigos (sin pago)"
1.0,200000.0,h. Trabajo remunerado en otra ciudad,"e. Casa propia, de familiares o amigos (sin pago)"
4.0,350000.0,a. Vacaciones/recreación/Ocio ,a. Hotel 
